web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype
1640085363-115,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"When Boy himself is playing this place is 5 star. I drop one star due to sour faced girl who is serving there each night. She always seems put out when you want a drink. Three others sitting behind bar doing little, yet it's hard to get their attention for another drink. All absolutely worthwhile just to watch and hear Boy sing. He's infectious smile and awesome style. Could watch him all night. Don't let the cranky faced girl turn you off this place 😀",LadyBytes,"October 12, 2016",4,"Canberra, Australia",Oct 2016 • Couples
1640085363-173,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We just chanced upon this place, wandering around an almost empty night market. We were thirsty and went up for a beer. The bar was quite empty too, but it started to fill up, and soon was standing room only. It turned out to be open mike night with an amazing atmosphere. We made some new friends (one of the singers - really good) and had a great time.",Henk O,"November 11, 2015",4,"London, UK",Oct 2015 • Couples
1640085363-269,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"These guys know their blues. So much local talent in CM....wow !! This was our last evening in CM. Last nite we'd been to Roots Rock and Reggae and came back sufficiently impressed with the 2 bands that were playing. The first one Croissant reproduced Marley and Reggae almost to perfection. The 2nd band was also amazing with 2 horn trumpets at their best and a killer bass. So we went to this place not expecting anything great.....and "" boy "" we were shocked with the quality of blues ( Chicago blues ) the 3 piece band dished out !! Needless to say the mixed crowd is friendly. If you like blues, dont miss this place !!",nkm111,"January 15, 2015",5,"National Capital Territory of Delhi, India",Jan 2015 • Couples
1640085363-264,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Been here many times and know Boy, the main guitarist and owner, quite well. It's an open air mezzanine bar in the enclosed night bazaar of Chiang Mai. It's a bit awkward to find but if you get into the enclosed area of the night bazaar, just follow the sound of the music. Entrance is free, no food is available and the beers cost about 100 baht. Boy and his band are great and play all evening, every evening, along with other guest musicians whenever they want to jam. The place is often very busy with tourists and local foreigners in the high tourist season. Most of the seats are a bit uncomfortable but tolerable when you listen to the great blues music from Boy. If I compare this with the other great live blues venue of the Brasserie, I would say the Brasserie is more convenient to find, provides food and had much better and more varied live blues music (in fact I understand that Took at Brasserie is the uncle of Boy and taught him to play the guitar) but Boy Blues bar is more popular, more open air and has a great atmosphere. Try both - you will not regret it.",Jo M,"February 4, 2015",4,,Feb 2015 • Solo
1640085363-98,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Fantastic live music right in the centre of the night markets. Monday's is ""Jam Session"" so ensure that you get in early to get a seat.",Mintman63,"January 24, 2017",4,"Townsville, Australia",Jan-17
1640085363-228,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"After we finished our shopping, we decide to drink a bit before go back to hotel. I found this place on TripAdvisor, it is a nice place. Drink and enjoy the night life here. I am not the big fan of very loud music like night club, so this place is good for me. The next day in the morning , we recognize that I forgot the camera there. And we really cannot find the way to contact this place. in the evening we just go back there again and they still keep it for us. Thank you for this! If you have no idea for the place to drink, this place is not bad !",Franky M,"May 26, 2015",4,"Washington DC, DC",May 2015 • Friends
1640085363-31,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Came with some friends and really enjoyed Boy’s band. He is a very good blues guitarist. Great vibes to the bar. Drinks are reasonable,BabaG17,"January 6, 2019",5,"Osoyoos, Canada",Jan 2019 • Friends
1640085363-156,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We had the opportunity to see Boy with his band, and another band right after them. Top musicians, clearly enjoying what they were playing, with a fantastic atmosphere. If you like the blues, this place is a must. I'm not commenting on the drinks or their prices, they're just an excuse to be there and listen to all that great music. If you find the drinks a bit on the expensive side, remember you don't have to buy a ticket to enter.",Johnny E,"January 24, 2016",5,,Jan 2016 • Couples
1640085363-330,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I went to the market at night with my girlfriend, I've traveled around Asia and the market was nothing to write home about....except for this place. After wallowing around for a hour we decided to try and liven up the night when we heard live music. She stopped me made me turn around, walked up stairs and spent the next two hours listening to brilliant live music, relaxing and downing extremely fairly priced drinks. So glad we found Boy Blues. Honestly, when I go back to Chiang Mai I will make a special trip back to the market to revisit this bar. Cheers!",Alexander D,"September 18, 2013",5,"Beijing, Beijing, China",Aug 2013 • Couples
1640085363-334,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Heard about this Chiang Mai Bar & Boy Blues Band from another hotel guest. Found it by accident late one night just before closing. Went back twice more and spent most of the evening listening! Thai Band is excellent! Incredible talent. Lead Guitarist (Boy) is awesome and thoroughly enjoys the performance (huge smile!), and you don't realise how good the Bass & Drummer are till they solo! Nibbles only, but Food Court downstairs. Even if you're not a fan of Blues music, this will convert you! Took another dubious hotel guest along the third night and I wouldn't be surprised if they went back again!",Keith F,"July 2, 2013",5,"Sydney, New South Wales, Australia",May 2013 • Solo
1640085363-143,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Whilst having dinner we heard blues music so decided to find out where this amazing music was coming from...... We walked upstairs to find this top deck bar with small stage. One of the best nights out in a long time, great local musicians, cold beer and an excellent atmosphere. On the night we were there a couple of kids went on stage, the youngest would have been around 6yrs old and playing the drums like a seasoned pro, his facial expression never changed throughout the three songs he drummed. The other kid would have been around 14 or so and man could this kid play the guitar.... Finishing off with some Hendrix, what a crowd pleaser these kids were, just truly amazing. Haven't checked YouTube yet, but the amount of phones recording this act I'm sure it's on there. Boy is a good operator, working the room making everyone feel welcome and ensuring the music is great, well done Boy an excellent night in Chaing Mai for us. Thank you",touring069,"April 9, 2016",5,"Brisbane, Australia",Apr 2016 • Couples
1640085363-47,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,We came a Wednesday and the first band played from 8:30. We stayed for almost an hour. It was a good time and we would be happy to come back. The band played great.,Brian C,"August 1, 2018",5,"Kep, Cambodia",Aug 2018 • Family
1640085363-131,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"If you like blues or R & B or Rock then do yourself a favour. The drinks are reasonably priced, the service is smooth and the music is hot. And this is Chiang Mai, I thought I was in Chicago or Cleveland. What are you waiting for? Up stairs in a night market building, you will hear it calling.",Instantcalmer,"June 7, 2016",5,"Yasothon, Thailand",Jun 2016 • Friends
1640085363-49,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Live music is the highlight for this place. Nothing fancy but good music. Outdoor at the night market. Monday is open mike and possibly the best night to go. The owner is very kind and hospitable. Check it out.,Marvin C,"July 24, 2018",5,"Barcelona, Spain",Jul 2018 • Business
1640085363-323,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,This is a great place to hear good blues music. Located in one of the night markets you can shop eat and then walk over to the Boy Blues bar and enjoy a couple of hours of excellent music. Drink prices are very reasonable and there is only slight pressure to buy another drink which considering there was no enteance fee is understandable. If you like blues this is a must visit venue.,Trevor E,"November 28, 2013",5,"Chumphon Province, Thailand",Mar 2013 • Couples
1640085363-180,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"First of all, Boy the owner, is a funny little man with a huge spirit, and a true passion for what he does! Great :) as far as the music goes, they alle try their best, and so do some guest on open mike night, some less succesful than others, but I couldn't hold a key to save my life, so I'm not judging here. I've been to New Orleans more than once in my life, as well I have experienced truly amazing blues and jazz at many other destinations. Considering that this takes place in C.M. I think they are absolutely great! The only minor drag is that the bar has extremely limited variety. I don't do umbrellay drinks or anything like that (not that there would be space to make fancy cocktails behind that tiny busy bar anyways) but I am not a huge beer drinker, so I tend to go for a classic like G&T when no other choices. They do use generic spirits, not the best quality. Not expecting Hendricks gin, but I'd happily pay an extra 20 Bath to get a Bombay&tonic. Of course one should go for the live music and not the alcohol, just something that could the level up a notch. Anyways, been there a couple of times and have had a good time so would recommend",Sine N,"October 9, 2015",4,"Copenhagen, Denmark",Nov 2014 • Friends
