web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype,score1,score2,score3,score4,score5,score6,,
1643538801-1668,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"All super!!! Saturday dinner is delicious. Especially a pig on a spit. Great game by the pool. We always play and often win. The pool is large. Always have balls for throwing into the net, water basketball. The rooms are cleaned very clean. And what a beautiful pillow of duck down! Soft, comfortable, sleep is a pleasure! We rested at the hotel for 14 years - since 2005. Next year we will come in 15 times. Love You and the Hard Rock!",elenabK2115VY,Date of stay: January 2018,5, ,Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-2134,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"The location simply can't be beaten... on the beach road, but not too close to the madness. The normal rooms are not massive, but stylishly decorated with cool memorabilia & funky designs. The pool however IS massive, which is good as you don't want to go near the ocean.",MichaelBrasier,Date of stay: October 2011,4,Phuket,Trip type: Traveled with family,5-Value,3-Rooms,5-Location,4-Cleanliness,4-Service,4-Sleep Quality,,
1643538801-1653,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Exceptionally good location, the front door is near the sea beach road, is also we go to Greenland embarkation point, the back is to go to the mall and tiffany queen show, let Thai massage the bustling streets. The hotel's service is very comfortable, seascape is invincible. Especially like the hotel's swimming pool, big, and water can play basketball. In general a high performance-price ratio.",jianyuan2018,Date of stay: February 2018,5,"Shenzhen, China ",Trip type: Traveled as a couple,4-Value,4-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1498,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Breakfast vegetarian options are less.
Must have free local shuttle service because of one way roads.
Must allow residents free entry at new year Eve parties in the hotel.
Must do reasonable prices of massage centre in the hotel.",Gautam C,Date of stay: December 2019,4,"New Delhi, India ",Trip type: Traveled as a couple,3-Value,4-Rooms,5-Location,4-Cleanliness,3-Service,5-Sleep Quality,,
1643538801-1482,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Stayed for a week in January. Rock royalty sea view. Staff very good and attentive. The whole place is kept clean and appears quite well maintained.
The rooms are no more than adequate, quite small, think Travelodge with a black bathroom.
The executive lounge (Rock royalty) was in fact a creche. Children everywhere allowed to run riot by parents. Like having breakfast in a kindergarten most mornings.
I have never stayed in a hotel where children were allowed in the main lounge. If they are allowed at all there is a separate family room. Not here.
Lots of space near the large pool taken up by cabanas, which no one uses therefore not enough sun beds for hotel guests. All sun beds occupied by 10.30am leaving guests wandering around with towels and nothing else.
If you are a family then this hotel is for you. If you are young adults or more mature couple then look elsewhere as the Hard Rock Pattaya is geared towards families with young children.",Hugh R,Date of stay: January 2020,3,"Workington, United Kingdom",Trip type: Traveled as a couple,null,null,null,null,null,null,,
1643538801-1896,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Family room is always great! Kids loved swimming pool with the slides a lot, the renovation turned out great. But the cababa rental is a pretty high for 1 day renting. I think the last year rate 700 was reasonable.",Sirirat H,Date of stay: December 2016,5,Pathumthanee ,Trip type: Traveled with family,4-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1992,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Stayed here with the family and had a great stay.  The hotel is large and mostly caters for everyone as it is a popular hotel sitting opposite the beach.  The staff were very friendly and were happy to help with any request.  Our rooms were not interconnecting having booked over 6 months prior but they were kind enough to rectify this in the coming days.  The rooms are large and very comfortable and modern.  We stayed in the Club Suites which had plenty of room for everyone with ocean views and a balcony.  Food and drink here is on the expensive side with a beer costing 165 baht where outside bars sell for 50 baht. It was expected to be more than outside but it caused us to seek other bars.  A burger is about $800 baht where a bar like Hooters sell for about $400-500.  Having said that the quality of food at the hard rock was very nice and good portions.  The negative experience we had were with 'çlub members'.  They appeared to be retired expats. Life guards daily saved their poolside lounges with towels regardless of whether they turned up or not.  Occasionally one of the children sat on the empty chair and were swiftly ushered off within seconds of sitting.  One incident occurred when one of these club members was attempting to swim laps in the pool.  The pool routinely has ball activities in the pool, mats, floaties, basketball etc.  A ball landed near this person during his lap swimming.  The child was returning our ball and not related.  The club member proceeded with a tirade of abuse and used offensive language with many children around.  I found it absurd that he would think that he could possibly swim laps in such a pool.  The life guards just looked on and did nothing.  The members appeared to have the attitude that the many visitors and families were spoiling their time at hotel and were in fact invading their space claiming some ownership of the area.  Overall a great stay and would recommend this as a family friendly modern and clean place to stay in a great location.",Mickeyglynn,Date of stay: February 2016,4,"Lennox Head, Australia",Trip type: Traveled with family,4-Value,4-Rooms,4-Service,null,null,null,,
1643538801-1877,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"We took one of the most expensive rooms ( rock royalty room) and were excited to stay here. However there were so many things wrong with this hotel 
1) the staff that checked us in was very rude and spoke quite poor English
2) no fruit platter in the room on arrival with No daily complimentary fresh fruit ( as clearly advertised in your website)
3) very slow service at the breakfast buffet area
4) staff extremely unaccommodating. Every 5 stat hotel I have previously stayed at with lounge facilities ALLOWS me to bring back a drink ( for example coffee ) should I wish to do so. however over here it is not allowed? I was shocked as most if not all hotels which provide 5 star services will accommodate and oblige if their guests ask whether they could bring back a glass of coffee. What's wrong with this anyway? It is still within the hotel isn't it? 
5) there seems to be some double standard going around where i observed only some guests being attended to at the lounge area. This is EXTREMELY unprofessional and I feel should NOT be practiced as all guests paid the same price and should be entitled to the same quality of service especially since hard rock has a level to professionalism to uphold to.
6) quality and variety in the breakfast buffet is terrible 
7) wifi services are horribly slow. Could not get any work done.
8) newspaper NOT provided in the mornings
9) although registered as 3 guests, only 2 bathing towels were supplied daily even though we have stated on day one that 3 guests will be staying here.
I SHALL NOT be returning to this hotel. 
It is NOT at all worth the price paid. We are extremely disappointed with the quality of service provided. Kindly improve your services and educate your staff on proper etiquette. Thank you.",B K,Date of stay: January 2017,1,Kl,Trip type: Traveled with family,null,null,null,null,null,null,,
1643538801-1918,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I celebrated my Christmas at Hard Rock Pattaya, It was a good time for me.
The staff were very helpful, funny show by the pool.
And I also enjoy The great Christmas dinner at Hard Rock, a lot of special menu:)",boonyalakk,Date of stay: December 2016,4,Bangkok ,Trip type: Traveled as a couple,3-Value,3-Rooms,4-Location,4-Cleanliness,5-Service,4-Sleep Quality,,
1643538801-1595,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,This is totally family oriented hotel. All staff highly resourceful and friendly. So much of positive corporate culture. Would highly recommend this place. Kids would love it; considering activities and lounges for kids.,Amit K,Date of stay: December 2018,5, ,Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1620,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Near sea shore, shopping centers so we can go everywhere enjoy Pattaya easily. Also Hard Rock Hotel Pattaya has her own style and atmosphere, which makes us so impressive. All staff is very kind and open minded to anyone~~ ^^ please enjoy at Hard Rock Hotel Pattaya!!! i will be there again~~",Seaside03479946137,Date of stay: December 2018,4,"Ho Chi Minh City, Vietnam ",Trip type: Traveled with friends,4-Value,4-Rooms,5-Location,4-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1562,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,It was a wonderful experience at hard rock. The foam party was just too good. Me and my wife enjoyed every bit. The room with sea view was good but if it had balcony would have been better. Moreover the view of other hotel from my room was very bad.,641atulg,Date of stay: January 2019,5,"New Delhi, India",Trip type: Traveled as a couple,5-Value,4-Rooms,4-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1515,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Hard Rock, before I book was looking forward to Wow me.. Upon arrival not so much of warm welcome after a 2hrs trip from BBK. Reception reguster with only a fews words, just left the towels n ice water on desk without offering. TV was spoiled.. Technician took 20mins to find fault.. Went down to take cable to fix... Still not working, dismantle the whole TV.went down to lobby ask for room change..waited another 30min for a upgrade.. 
Our 25th anniversary started this way.. What a shame Hard Rock... 
TV, Air Con, Sanitary.. Etc. Should be checked b4 allowing guest to enter.. 
Anyway thanks Hard Rock.. Will be the 1st and last.. Thanks.",djong324317,Date of stay: December 2019,2,"Singapore, Singapore",Trip type: Traveled with family,1-Value,3-Rooms,4-Location,4-Cleanliness,3-Service,3-Sleep Quality,,
1643538801-1899,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Room was clean, and staff were kind, too, and mr.green was very kind, and it was the completion of pleasant trip more than anything. It is a little disappointing because the booking fee is too different from the hotel reservation and visit in Korea.",114민수김,Date of stay: December 2016,5,Seoul ,Trip type: Traveled solo,3-Value,4-Rooms,4-Location,5-Cleanliness,5-Service,4-Sleep Quality,,
